Sent_id,Ambiguous Sentence
clt_99134,Ferit konferans vereceği salonun buradaki gibi olmasını istiyor.
crh_64816,Bakacağı manzaranın Urla'daki gibi olmasını istiyor Kağan.
mmt_69355,Naz'ın patronundan talep ettiği şey bir toplantı.
meg_35322,Fatma modifiye edeceği bir teknenin Selin'inki gibi olmasını istiyor.
msx_22460,Gideceği bir restoranın benimki gibi lüks olmasını istiyor Ahmet.
mum_10701,Söylediklerin öyle şaşırtıcı ki burada bilgisi dağları aşmış herhangi bir insan bile olsa sana yetmeyecek diye sorgulamama az kaldı.
mmv_95687,Evini açacağı hayvanın hamile bir kedi olmasını Nazen istiyor.
mjc_38152,Görüşeceği kişinin bir öğrenci olmasını istiyor Utku.
mkb_59345,Yola çıkacağı bir arabanın Şakire'ninki gibi olmasını istiyor Rüstem. 
mwu_53340,Ayşe yıkayacağı şeyin bir tabak olmasını istiyor.
meu_20692,Denizlerde daha yeni doğan ve hiçbir şeye alışık olmayan herhangi bir bebek olduğunu düşünmüş Mercan.
mpw_51927,Telefondan sipariş verdiği suyun herhangi cam bir damacanada gelmesini istiyor.
mtm_58606,Günlerdir aradığı şey Çağla'nın kıyafetine uygun bir oje.
muz_81725,Alıntı yapacağı şeyin başka bir etkileyici kitap olmasını istiyor Hilmican.
mty_99916,Meltem okuyup bitireceği şeyni herhangi bir kitap olmasını istiyor.
mem_88802,Bir an önce bir işe başlamak Rumet'in bu evden taşınmasının yollarından biri. 
maa_37562,Yeter asacağı ilanın bu mantar panosundan farklı olmasını istiyor.
mmf_53873,Jürinin hile yaptığını düşündüğü kişi bir yarışmacı.
mix_74419,Fazıl'ın evine gelmesini hiç istemediği kişi bir yabancı.
mbz_38594,Yücel bu konuyla ilgili okuyacağı bir kitabın Ayşe'nin yazdığı gibi kapsamlı olmasını istiyor.
muw_99953,Hüsnü süreceği bir bisikletin şuradaki gibi kırmızı olmasını istiyor.
mcw_13356,Jale'nin depresyonda olduğunu düşündüğü kişi bir arkadaşı.
mkb_67181,Nisa'nın nişanda giymesi gerekenin bir elbise olduğunu düşünüyorum.
mzm_48728,Birlikte gezeceği kişinin farklı bir mihmandar olmasını istiyor Büyükelçi.
mhd_33312,Dolaşmak için topuklu ayakkabılarla rahat yürünebilecek bir yer olmasını istiyor Büşra.
mww_37084,Buluştuğu yerin başka bir lüks restoran olmasını istiyor Kenan.
muq_32026,Bahsettiği şeyin farklı bir mevzu olmasını istiyor Ufuk.
mcr_97048,Kaan tanıdığı işsiz bir kadının farklı olmasını istiyor. 
meh_20700,Onun yaptığı herhangi bir filmin izleyicilerin hepsinin beğenisini kazandığını düşünüyor.
mvb_84832,Kendi düğününe katılırken giyeceği kıyafetin bir şort olacağını düşünüyor Saygın.
moa_64876,Yiyeceği bir pasta lezzetli olsun istiyor Hürrem.
mug_56750,Giyeceği ayakkabının herhangi bir topuklu ayakkabı olmasını istiyor Nihat.
moa_20057,Elbise dikerken kullanacağı makinenin şuna benzeyen yeni bir model dikiş makinesi olmasını istiyor Hediye.
mfp_37033,Venüs'ün oturmak istediği yer bu masalardan biri.
mte_53755,Turan yiyeceği bir yemek başka bir lezzetli yemek olsun istiyor.
muu_93357,Bir şeyler almak istediği bir manavın buradaki gibi olmasını istiyor Zebercet.
mig_71040,Kaan doping yapan kişinin bir sporcu olduğunu düşünüyor.
mzb_34643,Leyla başkasına hediye edeceği şeyin bir şapka olmasını istiyor.
mph_81443,Nefret ettiği kişinin başka bir kadın olmasını istiyor Tevfik.
mak_73100,Göreceği kişinin bir öğretim üyesi olmasını istiyor Fatma.
mpr_38722,Mezun olması için Hande'nin her gün bir derse katılması şart.
mrq_36146,Reyhan taşınacağı evin bizimkine benzeyen bir ev olmasını istiyor.
mjr_73374,Gamze doğum günü partisine getireceğimiz şeyin bir şarap olmasını mı istiyor?
mml_76306,Tuna fikir alışverişi yapacağı kişinin farklı bir uzman doktor olmasını istiyor.
mfq_15576,Moğolistan'da hayatının herhangi bir dönemini yaşadığını düşünüyor musun Akif?
mft_96884,Ablamın bu sınavı geçmesi kitabının öğretmenin istediği gibi bir soru kitabı olmasına bağlı.
mxl_47489,Mehmet sahip olacağı bahçenin şuradaki gibi yeşil bir bahçe olmasını istiyor.
msb_76822,Sabırsızlandığı için herhangi bir trene binip gitmek istiyor.
mmh_34090,Giyeceği ayakkabı farklı bir spor ayakkabı olsun istiyor Efe.
mzc_79680,Ilgın çağıracağı kişinin başka bir tesisatçı olmasını istiyor.
mty_32397,Oynayacağı filmin buna benzer bir film olmasını istiyor Yeşim.
mva_85831,Ev arkadaşım odasına alacağı şeyin bir halı olmasını istiyor.
mbm_66302,Uyuyacağı yerin farklı bir oda olmasını istiyor Erçin.
mje_44075,İlan asacağı yerin okuldaki gibi bir pano olmasını istiyor Hale.
mil_27317,Görmeyi istediği kişi bir doktor kardeşimin.
mpy_60041,Gergin bir ortam Janset'i ayrılmaya zorluyor.
mde_21517,Yiyeceği biberin çok acı bir biber olmasını istiyor Hakan.
mtp_76978,Filiz kalacağı yerin bir otel olmasını istiyor.
mmy_22018,Kayıt almak istediği yerin farklı bir stüdyo olmasını istiyor Serdar.
mvn_35723,Düşme hissi salıncakta sallanan bütün çocuklarda var.
mwb_46671,Ozan'ın önemsediği şey staj yapacağı yerin tanınmış bir yer olması.
mgy_48294,Bir aşçı yemeğinin bir anne yemeğinden üstün olacağına siz de inanıyorsunuz sanırım.
mig_73626,Meltem görüşeceği kişinin bu konuda uzman bir fizikçi olmasını istiyor.
mja_32270,Sevinçlerini ve üzüntülerini topladığı bir heybe olduğunu düşünüyor Ulrika denize atmak için.
mpv_28031,Aşina olacağı konunun farklı bir zor konu olmasını istiyor Fatih.
mcr_75674,Emilia arkadaşına hediye edeceği şeyin İsviçre'den getireceği bir çikolata olacağını düşünüyor.
mcy_60142,Buradan herhangi bir otobüse binerek evine ulaşması mümkün Azra'nın.
mxj_82525,Senin çantana benzeyen bir çantam olmasını istiyordum ama bulamadım.
mrf_34704,Tanışmayı arzuladığı kişinin bir mühendis olmasını istiyor Nazan.
mby_11806,Selim çalışacağı yerin bir reklam ajansı olmasını istiyor.
mcs_62103,Balkona koyacağı şeyin bir saksı olmasını istiyor annem.
mob_42164,Miray öpüşeceği kişinin bir tesisatçı olmasını istiyor.
mqk_96840,Alacağı aracın farklı bir spor araba olmasını istiyor Ünzile.
msa_28257,Alacağım bir ayakkabının Onur'unki gibi rahat olmasını istiyorum.
mdw_88574,Şeyda giyeceği şeyin şuna benzer şekilde şık bir elbise olmasını istiyor.
mov_72711,Satacağı dairenin benimki gibi geniş bir daire olmasını istiyor emlakçı.
msf_63403,Gamze evleneceği kişinin bir doktor olmasını istiyor.
mul_85160,Fahriye yarın temizleyeceği yerin bunu benzer şekilde büyük bir ev olmasını istiyor.
mmi_22127,Kutlama yapacağı yerin bir restoran olmasını istiyor Yağız.
mnb_94346,Yazı yazmak için kullanacağı bir daktilonun Hayriye'ninkine benzemesini istiyor Şükran.
mjg_84091,Meydana dikeceği şeyin pembe bir çiçek olmasını istiyor belediye başkanı.
mhb_18842,Şüphelendiğim şey her yiğidin herhangi bir yoğurt yiyişi olması.
mgo_43148,Tüm güzel anıların yerini tutan şey geriye kalan bir fotoğraf parçası olabilir mi diye merak ediyordu Perihan. 
mhn_49421,Banu arsa alacağı yerin İstanbul gibi büyük bir şehir olmasını istiyor.
mec_92836,Küçük bir valizin kitapları taşımak için uygun olacağını düşünüyor Deniz.
msc_10616,Mutfağa koyacağı şeyin bir masa olmasını istiyor ev arkadaşım.
mjx_90429,Garanti bir iş başvuru sırasında daha akıllıca olabilir diye düşündü Berivan.
mwr_88305,Satın alacağı başarılı bir albümün farklı olmasını istiyor Ercan.
mmo_35116,Bambu yedirdiği hayvanın sevimli bir panda olmasını istiyor Burak.
mjv_97169,Önümüzdeki hafta kendisine alacağı şeyin bir elbise olmasını istiyor Leyla.
mmn_39584,Altın aldığı yerin bir kuyumcu olmasını istiyor Oğuz.
mzw_78336,Bir öğrenci tarafından yapılan ödevi her öğrencinin model olarak kullanmasını istiyor Nazenin.
mga_98290,Yazı yazdığı bir daktilonun benimkine benzemesini istiyor Bülent.
mmj_53835,Alacağı şeyin bir koltuk takımı olmasını istiyor babam.
miq_28552,Oturduğu mekanın bir kafe olmasını istiyor Kenan.
mjg_21669,Ördüğü şeyin bir bere olmasını istiyor eline şiş ve iplik alan herkes.
mud_83444,Herhangi güzel bir sözün uygun olup olmaması Henrik'in merak konusuydu.
mak_48564,Yanında götürmek istediği şeyin sadece bir hırka olmasını istiyor Çiğdem.
mnx_63220,Derin'in ayırtmak istediği yerin restorandaki bir masa olmasını istiyor.
moa_27633,Tijen konuşacağı bir konunun keyifli olmasını istiyor.
mme_14421,Tülay tarafından alıncak şeyin bir tantuni olmasını istiyormuş.
mpq_20087,İkinci bir dil bilmenin herkeste aranan şartlar arasında olduğunu biliyor mu Jülide?
mzj_33153,Yaşadığı br binanın buradakine benzemesini istiyor Mahir.
mkm_58303,Hakan sakladığı bir mektubun Nermin tarafından yazılmış olmasını istiyor.
mvm_88998,Bir yazlığın Bursa'dakilere benzemesini istiyorum.
mok_59093,Gideceği yerin bir konser olmasını istiyor Can işlerini bitirirse.
mrj_31695,Bu ara kuzenim alacağı şeyin bir araba olmasını istiyor.
mjr_86686,Canan'ın çalıştığı yerin bir üniversite olmasını istiyor.
mua_47688,Canan dans ettiği bir balo salonunun farklı olmasını istiyor.
myj_98752,Çoğu arkadaşının yazın şehri terkeden kişiler arasında olacağını düşünüyor Aybala.
mkv_35712,Resim çizeceği şeyin başka bir kağıt olmasını istiyor Irmak.
mix_88493,Bu olaydan sonra Cemre'nin yapacağı en iyi şey ona bir mesaj göndermek.
mfi_91736,Çok sıkıldığım için bara benimle birlikte gidenin bir arkadaşım olmasını istiyorum.
maa_86374,İthalat yapacağı bir ülkenin Türkiye gibi olmasını istiyor Rezzak.
mrc_16653,Ceyda kombin yapmak istediği bir ayakkabının farklı olmasını istiyor.
mcp_15219,Yer alacağı bir dergi kapağının böyle olmasını istiyor Yıldız.
mlt_86650,Elektrikler gittiğinde Azra yakacağı şeyin bir mum olmasını istedi.
mfk_31791,Dinlediği şeyin bir şarkı olmasını istiyor Utku.
mkl_21985,Ağaçları budayacağı bir makasın şuradakine benzemesini istiyor Fikri. 
mnl_14860,Kahvaltı yaparken bir yandan da beslediği şeyin bir zürafa olmasını istiyor.
mcn_45473,Buğra'nın yapabileceği en iyi şey bu konuya dair bir makale okumak. 
mjx_88734,Ayten yaşadıklarını paylaştığı kişinin bir terapist olmasını istiyor.
mtr_12690,Aldığı bir diplomanın farklı olmasını istiyor Zahide.
sof_87395,Pelin şimdiki yüksek okulunda okumak istemiyor.
sye_54814,Arkadaşım okuyacağı şeyin bir kitap olmasını ister.
sne_57598,Ezan okununca eniştem namaz kılmak için herhangi bir seccade istedi.
sgh_28487,Kenan sevgilisine herhangi bir mektup yazmanın romantik olabileceğine inanıyor.
sbx_46616,Ezgi boncukları dizerek yapabileceği ürün bir kolye.
scl_12350,Beyza'nın nasıl kitaplardan herhangi birini kütüphaneden almayı düşünüyor?
skm_32571,Yetkin karşılacağı rakibin Erdem gibi güçlü biri olmasını istiyor.
svn_74503,Dilara aldığı sorumlulukları yerine getirir mi?
sbe_65925,Bahçıvan buraya fidan dikmek istiyor.
sja_39544,Baran hep rapor yazar durumda olmak zorunda mı?
sxo_23444,Ev arkadaşım buraya asacağı şeyin bir poster olmasını istiyor.
sbu_81859,Özden bulacağı traktörün Yaren'inki gibi dayanıklı traktörlerden olmasını istiyor.
syn_47314,Sarışın kızın yapmak istediği şey sana soru sormak.
sbq_78278,Karpuz seçmeyi bilmeyen Tilbe manavdan lezzetli karpuzlardan herhangi birini vermesini istedi.
sji_64861,Helin başına gelen olaylardan herhangi birini bile anlatmak istemiyor.
sip_72525,Ali şimdiki ülkesinden farklı bir ülkede nasıl yaşayacak?
sah_45963,Elif araba sahibi olsaydı bu kadar yorulmayacağını düşünüyor.
shd_51809,hakem faul yapan kişinin bir oyuncu olduğunu düşünüyor.
sun_79125,Kedim için almak istediğim şey yaş mama.
sdu_50356,Halide annesininki gibi lüks olan otellerden herhangi birinde tatil yapmak istiyor.
swu_91071,İnci olaylardan bahsetmekten çekiniyor.
soy_18172,Çalışacağım kütüphanenin okuldaki gibi kapsamlı olmasını istiyorum.
sru_44655,Nergis arkadaşı olan herhangi bir kişiye yemek yedirme sözü verdi.
svb_55793,Bazı öğrencilerin yapmak istediği şey dersi sınıfta dinlemek.
szr_13966,Kuzenim okuyacağı üniversitenin iyi olmasını arzu ediyor.
sea_97796,Kardeşim herhangi bir araba almak istiyor.
ssf_22133,Kerem dünyadaki tüm tabakların sirtaki için uygun olduğunu sanıyor.
sqz_97356,Nermin'in yapma ihtimalinin olduğu şey akşam yemeğine komşu çağırmak.
scv_99397,İşte herhangi bir sorunla karşılaşırsa Defne arkadaşını arar.
sij_92683,Öğrenci aşina olacağı konunun kitaptaki gibi zor olmasını istiyor.
sni_76188,"Harun, süreceği arabanın arkadaşınınki gibi hızlı olmasını istiyor."
sdo_41545,Şuayip'in istediği şey başlayacağı sorunun zor olması.
sif_86730,Pelin tüm müzisyenlerin okullu olduğunu düşünüyor.
svg_65195,Yelda şu an vakit geçirdiği adamla vakit geçirmek istemiyor.
swu_56848,Feriha şimdiki prestijli üniversitesinden farklı olan herhangi bir prestijli üniversitede okumak istiyor.
sxv_25507,Jale bir kişiye sırlarını açmayı ve bu kişinin arkadaşı Yaren gibi güvenilir olmasını istiyor.
swt_17590,Benan muhabbetini kitapçı olan herhangi bir kişiyle yapmak istiyor.
syg_38564,Naz beraber yaşayacağı yakın arkadaşının şimdiki yakın arkadaşı dışında biri olmasını istiyor.
szd_51248,Berrin bu işi tamamlarsa bir kulüp partisi vermek istiyor.
syi_89668,Cansu yaşayacağı evin şimdikinden farklı bir geniş ev olmasını istiyor.
slw_12549,Reyhan yeni romanının da tarihi olmasını istiyor.
sfw_71462,Berkay ile anlaşamadığı için herhangi bir kiralık  eve taşınmak istiyor Didem.
snn_21909,Mete evleneceği kişinin kızıl saçlı bir kadın olacağına inanıyor.
svl_87469,Sevgilisi için hazırlayacağı yemeğin güzel olmasını istiyormuş Anıl.
sbj_29827,Sude dolaba çanta koymak istiyor.
sph_90564,Jülide şimdi oturduğu kişiyle oturmak istemiyor.
sak_45754,Asena oturacağı masanın denize bakmasını istiyor.
syj_34861,Otobüse bineceği durağın buradaki gibi merkezi olmasını istiyor.
spe_35811,Şef mağazakiler gibi kırmızı olan herhangi bir domates arıyor.
sgi_93421,Doktoru cilt kanserinden korunması için güneş kremi almasını istemiş.
ssy_45705,Yağız şimdiki öğrenciyi görmek istemiyor.
sci_57648,Koridora asacağı şeyin bir ayna olmasını istiyor Selim.
shm_23075,Şeyda kitap bitirmek için saatler harcamamayı diliyor.
sxi_49852,Günlerini herhangi bir sahil kasabasında geçirmek istiyor Pelin.
spg_14227,Her şeyden bıkmış görünen Melis artık sahil kasabalarından herhangi birine yereşmek istiyor.
seg_84727,Halil buluşacağı kişinin bir şarkıcı olmasını istiyor.
sra_56210,Fırat yelken eğitimi almayı düşüneceği kursun yeni açılmış olmasını istiyor.
swv_16323,Buse şimdiki hikayeyi dinlemek istemiyor
sku_89498,Çiçek bakmanın çok iyi hissettirdiğini düşünüyor Gökçe.
snz_39842,Nilay haber vereceği lüks restoranın şimdikinden farklı olmasını istiyor.
sml_74839,Duygu hastalanırsa yakınlarda bulabileceği herhangi bir eczane olmadığını düşünüyor.
srt_16037,Yurdanur işbirliği yapacağı menajerin Behice gibi zeki olmasını istiyor.
stb_60432,Soner bu notaları duyacağı gitarın gül ağacından yapılmış ve eski olmasını istiyor.
smc_95802,Tarık şimdiki cesur adamın dışındaki cesur adamlardan herhangi birinden para isteyecek.
sod_24625,Buse'nin istediği şey şirket hissedarı olmak.
sgy_42207,Çamaşırlarını sermeye üşenen Mert ekonomik kurutma makinelerinden istiyor.
syq_73925,Bade şu ankinden farklı herhangi bir şarkı söylemek istiyor.
szu_92344,Ceyda kırılan herhangi bir bardak olduğunu düşünüyor.
svh_16202,Tolga mesajlarla moralimi bozabileceğini düşünüyor.
suh_47466,Bu proje için Nezahat anlaşacağı kişinin inşaat mühendisi olmasını istiyor.
snj_94752,Yurdakul bizim bahçedeki gibi canlı olan ağaçlar görmek istiyor.
stv_79288,Ziynet bu organik pazardan sebze almak istemiyor.
sxy_82870,Hazırlayacağı uygulamanın eskisi gibi kullanışlı olmasını istiyordu.
sih_35249,Kedi oyuncak ister.
smn_18523,Babam eve gelirken sigara almasını istedi kardeşimden.
stp_84362,Hülya ısıracağı domatesin senin elindeki gibi kırmızı olmasını istiyor.
sle_80241,Çağla isterse herhangi bir meyve suyunu içebilirmiş.
szf_55207,Niyazi tartışacağı kişinin muhtar olmasını istiyor.
suc_48344,Ali'nin izlemek istediği şey herhangi bir film.
suy_85431,Murat İstanbul'dan ev sahibi olmayı çok istiyor.
sbo_59974,Muhterem bu konuyu öğrenmek istediği araç kitaplar.
sbh_77129,Cildi çok kuru olan Nazan herhangi bir nemlendirici satın almak istiyor.
shq_63030,Gürkan'ın kapıyı açacağı anahtarın altın olmasını istiyor.
soy_78686,Mükerrem ile konuşan herkes kendisini mutlu olan herhangi bir prenses sanabilir.
sdl_40662,Zümran ilan verdiğinden farklı olan yerel gazetelerden herhangi birine ilan vermek istiyor.
ssa_72817,Kardeşime keman derslerini aldıracakları kişi özel öğretmen olacak.
shp_79917,Eğer yeterince çabalarsa Derin onu televizyon almaya ikna edebilir.
seg_16746,Hakan yazılacağı yerin dershane olmasını istiyor.
swl_16064,Gülsüm görüneceği doktorun Filiz gibi uzman olmasını istiyor.
son_90993,Doktor şimdiki hastası dışındaki hastalarla ilgilenmek istiyor.
sjb_82511,Neslihan yarın dizi izlemek istiyor.
slp_94596,Kaan önündeki kırmızı dosya dışındaki kırmızı dosyalardan herhangi birini istiyor.
saw_21489,Serra şimdikinden farklı odalardan herhangi birini süpürmek istiyor.
sye_20888,Akif çözüm bulacağı sorunun can sıkmasını istiyor.
sqv_59459,Konudan rahatsız olan herkes bu konuda şimdikinden farklı olan herhangi bir kanun düzenlenmesini istiyor.
sus_51080,Kenan sınavlara sakin olarak girmeli.
slx_82573,Müşteri tatlı yemek ister.
syw_19926,Miray oyun almayı kesinlikle ister.
stw_24950,Dudu şimdikinden farklı herhangi bir yakışıklı adama aşık olmayı istiyor.
snf_58289,Uygar herhangi bir sıkıcı şehirden taşınmak istiyor.
seq_66513,Yardım alabilirse Deniz daha mutlu olacak.
sas_32775,Ünsal her yere fidan dikmek istiyor.
sea_92198,Çiçek başka arkadaşlar edinmek istiyor.
skj_92546,Oğluna alacağı ayakkabının yeni olmasını istiyor.
sln_60097,Senin gibi kibar olan herhangi bir arkadaşından yardım isteyecek Narin.
smk_80745,Ilgın bilet alacağı uçuşun farklı havalimanlarından herhangi birinden kalkmasını istiyor.
sio_95961,Orkun resimlerinin hikayeler anlattığını düşünüyor.
slw_32889,Sadık eski evindekine benzeyen yataklardan almak istiyor.
scg_70145,Aysima parfüm koklamak istiyor.
sqz_81960,Aslı fikir danışacağı doktorun alanında uzman olmasını istiyor.
sla_77715,Şakir bahsedeceği konunun az önce konuştuğumuz gibi hassas olmasını istiyor.
shj_24488,Leyla seninki gibi şık olan herhangi bir ofiste çalışmak istiyor.
smq_33967,Fırat gece böcek görürse çok korkar.
stz_62614,Portekizli oğlan sevgilisine alacağı hediyenin özel olmasını istiyordu.
skd_46758,Venüs kedi görmek istiyor.
aky_10302,Ayşe bahçede besleyeceği hayvanın bir köpek olmasını istiyordu.
adh_89201,Ayşe evlat edineceği kişinin bir çocuk olmasını istiyor.
afe_27563,Selim alacağı aracın bir kamyonet olmasını istiyor.
aaz_65234,Filiz geçen sene alacağı gayrimenkulun bir yazlık olmasını istiyordu.
ary_45612,Herhangi bir sandalye koymak istiyordu mutfağa.
avp_26888,Leyla dün salonun duvarına asacağı şeyin bir tablo olmasını istiyordu.
apq_28950,İlke bitireceği kitabın uzun olmasını istiyor.
apq_25305,Miray istiyor ki tamamlayacağı görev yorucu olsun.
avl_30306,Suat görüneceği kişinin bir doktor olmasını istiyor.
ahz_39080,Bener soru sormak için öğretmen olan herhangi birini istiyor.
aar_88330,Yaren danışacağı kişi uzman olsun istiyor.
acv_37679,Su vereceği canlının bir çiçek olmasını istiyor küçük çocuk.
ahx_62348,Şeyma çalışacağı odada sessizlik olmasını istiyor.
asc_57462,Janset ayrılacağı ortamın gergin olmasını istiyor.
akd_51794,Hasbıhal edeceği kişi konuşkan olsun istiyor Nazan.
ayv_50795,Pelin okuyacağı yüksek okulun bundan farklı olmasını istiyor.
ajc_14927,Ufuk şu ankinden farklı herhangi başka bir mevzudan konuşmak istiyor.
azq_43114,Tijen'in yiyeceği tatlı restorandaki gibi olsun şeklinde bir isteği var.
anc_15835,Kardeşime özel keman dersi aldırmak için tutacakları kişi bir öğretmen olacak.
akr_11732,Para biriktirdikten sonra kardeşim alacağı şeyin bir araba olmasını istiyor.
cer_37515,
cct_34783,Bitireceği kitabın uzun olmasını istiyor İlke.
cjr_53690,Pınar yiyeceği yemeğin farklı olmasını istiyor.
cgf_39534,Balık tutacağı denizin başka olmasını istiyor Helin.
cqv_74091,Bahsedeceği mevzunun başka olmasını Ufuk istiyor.
cyn_87678,Berke ilgileneceği dosyanın başka olmasını istiyor.
cka_45894,Ahmet'in gideceği restoran benimki gibi lüks olsun istiyor.
cka_93035,Yaren gibi güvenilir birine Jale sırlarını açmak istiyor.
cjy_94895,Ferit konferans vereceği yerin buradaki gibi bir salon olmasını istiyor.
ckx_49302,Film izlemek istediği sinema alışveriş merkezindeki gibi olsun istiyor Yaren.
cjf_90944,Asude'nin öpüşeceği kişinin Hikmet gibi bir tesisatçı olmasını istiyor.
czf_50346,Rüstem yola çıkacağı arabanın Şakire'ninki gibi olmasını istiyor.
ccp_76850,Her öğretmen herhangi bir öğrenci tarafından arandı.
cfd_52309,Her ağaç herhangi bir bahçıvan tarafından budandı.
cys_41940,Büşra'nın görmek istediği hayvanın bir panda olmasını istiyor.
cpt_67280,Fırıncı kızartacağı şeyin bir dilim ekmek olmasını istiyor.
cbw_62604,Büşra odasına o yokken girildiğinden şüpheleniyor.
cvo_33187,Gönül işini herkesten iyi yapan kişinin bir sıvacı olduğunu düşünüyor.
crg_80603,"Bremen'deki mızıkacı, Bremen'deki mızıka fiyatlarından bile habersiz."
crq_41445,Recep ekmek fiyatlarını uzun zamandır sorgulamamıştı.
mpz_59005,Yusuf herkesin bir kişinin yaptığı şeyleri beğeneceğiyle ilgili bir kural olmamasını dile getirdi.
mjj_71557,Dolabımdaki bir çekmece polisten aldığın evrakları koymanı emrettiğim yer.
mxf_39192,Köpeğini yürütmek için onu götürdüğü yerin bir park olmasını istiyor Sunay.
mmd_14712,Buse ders çalışırken dinlemek için açtığı şeyin bir şarkı olmasını istiyor. 
msh_64332,Okuduğu bölümü bırakmayı ve bir bölümün şu ankinden farklı olmasını planlıyor Ozan.
meh_83118,Nermin alacağı şeyin bir bardak altlığı olmasını istiyor.
mwf_43270,Uzun ve sıkıcı bir mektup almak istiyorsanız yazabileceğiniz yer insan kaynakları.
mrj_53726,Yelda kendisine yapılan ışıltılı sürprizi anlattığı kişinin bir arkadaşı olması için sabırsızlanıyor.
mcd_29647,Öğrenci ödevini yapmalıdır.
msd_67301,Göreceği kişinin bir öğretim üyesi olmasını Fatma istiyor.
mtj_71641,Tahsin toplayacağı meyvelerin bir ağaçtan olmasını istiyor.
mdo_63308,Alıntı yapacağı şeyin başka bir etkileyici kitap olmasını istiyor Hilmican.
mvt_22210,Polis gerçekten suçlu olan kişilerin çok sayıda olduğundan şüpheleniyor.
mlb_12815,Ziyaret edeceği yerin farklı bir Avrupa ülkesi olmasını istiyor Jülide.
mhu_26190,Sezen referans vermek istediği bir makalenin farklı olmasını istiyor.
mse_84629,Sahipleneceği hayvanın bir köpek olmasını istiyor Asude.
mmx_73404,Birinin dernekte casus olmasından şüpheleniyorlar.
mqo_90857,Hüsnü süreceği bir bisikletin şuradaki gibi kırmızı olmasını istiyor.
mrw_97887,Venüs oturacağı masa başka olsun istiyor.
mgm_70730,Gideceği okulun benimkine benzemesini istiyor Orkun.
szo_33497,Sarışın kız sana herhangi bir soru sormak ister.
slj_65258,Bahçıvan bu alanı fidan dikimi için kullanmak ister.
ska_17202,Selim koridorda bir ayna bulunmasını istiyor.
sck_93463,Portekizli oğlan sevgilisi için seçeceği hediyenin özel olmasını istiyor.
syi_36760,Venüs'ün yapmak istediği şey herhangi bir kedi görmek.
shp_47471,Kardeşim alacağı nesnenin bir araba olmasını istiyor.
sbj_58514,Aslı fikir danışacağı kişinin alanında uzman bir doktor olmasını istiyor.
sgf_94235,Burak bambu yedireceği hayvanın sevimli bir panda olmasını istiyor.
smx_12394,Serra'nın istediği şey süpüreceği odanın şu ankinden farklı bir oda olması.
swl_92864,Kaan herhangi bir işsiz kadınla daha tanışmak istiyor.
sef_54759,Ege gideceği okulun şu ankinden farklı olmasını istiyor.
sph_17716,Venüs mevcut masasının dışındaki masalardan birine oturmak istiyor.
srn_40783,Janset şimdiki konunun dışında herhangi bir konudan bahsetmek istiyor.
srd_95454,Yaren şu anki şehri olmayan bir yerden ev almak istiyor.
swl_17486,Yaren film izleyeceği sinemanın alışveriş merkezindeki sinemaya benzemesini istiyor.
srl_89857,Yıldız bu türden dergilerden birinin kapağında yer almak istiyor.
sgv_25474,Mahir yaşayacağı binanın buradaki bina gibi yeni olmasını istiyor.
sir_99797,Can gideceği kursun seramik üzerine olmasını planlıyor.
spi_24166,Nur hediyelik eşya dükkanından alacağı nesnenin bileklik olmasını istiyor.
shy_70801,Cenk arabası olursa mutlu olacağını düşünüyor.
